id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
1615732324,7d21d7bb-3aa1-384f-baf6-022395c15580,-12.15715,-63.89292,2023-01-08 18:13:00,Brasil,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,Amazônia
1615732325,845f400d-99c6-3454-a077-cef3d567bded,-12.44201,-63.63117,2023-01-08 18:13:00,Brasil,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,Amazônia
1615732328,cb171026-3f51-3a2f-b747-b72cbc027411,-12.7656,-61.93178,2023-01-08 18:13:00,Brasil,RONDÔNIA,ALTO ALEGRE DOS PARECIS,Amazônia
1615978211,a3250227-7d0a-3099-a80d-087f5e5ad5bb,-11.01511,-62.58382,2023-01-10 18:00:00,Brasil,RONDÔNIA,NOVA UNIÃO,Amazônia
1615978212,5c7f99bc-314c-3685-a05e-71fcd45d7aaa,-11.01641,-62.59291,2023-01-10 18:00:00,Brasil,RONDÔNIA,MIRANTE DA SERRA,Amazônia
1615978213,c2459a90-3aa7-343e-b589-e7b00dac9132,-11.11882,-62.46898,2023-01-10 18:00:00,Brasil,RONDÔNIA,URUPÁ,Amazônia
1615978214,4b55ac16-12e5-3637-83bc-598fcc3d2b9a,-12.06354,-63.56901,2023-01-10 18:00:00,Brasil,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,Amazônia
1615978215,618f6781-5b10-3922-855d-16956ec6f473,-12.01013,-63.50344,2023-01-10 18:00:00,Brasil,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,Amazônia
1615978216,10e856c7-7b89-3241-a830-c2884f96d020,-12.28356,-61.17486,2023-01-10 18:00:00,Brasil,RONDÔNIA,CHUPINGUAIA,Amazônia
1615978224,a26387f0-4e59-3a3c-b7e5-b3362bf4ef15,-12.35118,-61.25891,2023-01-10 18:00:00,Brasil,RONDÔNIA,PARECIS,Amazônia
1616093466,c2ad84d6-3a47-35f0-8ad1-5a750e0cf228,-8.7561,-63.90853,2023-01-11 18:42:00,Brasil,RONDÔNIA,PORTO VELHO,Amazônia
1616093611,c27ac4c6-5112-37da-aa11-b59faa283315,-12.38196,-63.87687,2023-01-11 18:42:00,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia
1616194326,896c9b7a-29bc-3009-a4ce-9e6250ae6784,-10.32978,-63.13821,2023-01-12 17:47:00,Brasil,RONDÔNIA,CACAULÂNDIA,Amazônia
1616194357,501d43cb-dd86-3e7f-a2ce-c19fb97ea7f0,-11.77674,-62.5458,2023-01-12 17:45:00,Brasil,RONDÔNIA,SÃO MIGUEL DO GUAPORÉ,Amazônia
1616194394,1ad8687c-de1c-33ed-ae1f-1fd3e06622f9,-9.80966,-63.15904,2023-01-12 17:47:00,Brasil,RONDÔNIA,ARIQUEMES,Amazônia
1616194424,819061bc-8092-39f0-bab3-bfaf568fab23,-9.47264,-63.1372,2023-01-12 17:47:00,Brasil,RONDÔNIA,ALTO PARAÍSO,Amazônia
1616194455,656b1259-3718-32da-a7b3-cf6f180c0fda,-12.04288,-63.01091,2023-01-12 17:45:00,Brasil,RONDÔNIA,SÃO MIGUEL DO GUAPORÉ,Amazônia
1616194484,ffd58d2e-325e-37ca-ba22-e4e0cd774a72,-12.3813,-63.876,2023-01-12 17:45:00,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia
1616988354,a21113ed-9a7d-30a5-b02b-3c0ba96bd583,-12.8211,-62.07484,2023-01-19 17:49:00,Brasil,RONDÔNIA,ALTA FLORESTA D'OESTE,Amazônia
1617193847,918e06e5-7786-3ce5-97d7-5d71803e0297,-8.56565,-63.87083,2023-01-21 17:36:00,Brasil,RONDÔNIA,PORTO VELHO,Amazônia
1617193900,c75b5e8a-928c-3a02-abbe-87a17c80a948,-12.36694,-59.9908,2023-01-21 17:34:00,Brasil,RONDÔNIA,VILHENA,Amazônia
1617193911,b8e788b5-5529-34a0-a623-efad88a59528,-12.93929,-60.69071,2023-01-21 17:34:00,Brasil,RONDÔNIA,CORUMBIARA,Amazônia
1617193915,fc73c8a4-6da0-312b-ae71-01b3614f4eea,-12.94471,-60.56203,2023-01-21 17:34:00,Brasil,RONDÔNIA,VILHENA,Amazônia
1617193918,aeb45ff6-48db-30a7-969e-9380b3d17a28,-12.34911,-61.26177,2023-01-21 17:34:00,Brasil,RONDÔNIA,PARECIS,Amazônia
