"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"06/01/2020";"0000";"25,0";"25,7";"25,0";"95,0";"95,0";"94,0";"24,2";"24,8";"24,2";"994,2";"994,2";"993,7";"";"";"";"";"0,0"
"06/01/2020";"0100";"24,9";"25,1";"24,9";"95,0";"95,0";"95,0";"24,0";"24,3";"24,0";"994,7";"994,8";"994,2";"";"";"";"";"0,0"
"06/01/2020";"0200";"24,5";"24,9";"24,5";"96,0";"96,0";"95,0";"23,8";"24,0";"23,8";"994,8";"994,8";"994,6";"";"";"";"";"0,0"
"06/01/2020";"0300";"24,2";"24,5";"24,2";"96,0";"96,0";"96,0";"23,5";"23,8";"23,5";"994,2";"994,8";"994,2";"";"";"";"";"0,0"
"06/01/2020";"0400";"24,0";"24,2";"23,9";"95,0";"96,0";"95,0";"23,2";"23,4";"23,1";"993,9";"994,2";"993,9";"";"";"";"";"0,0"
"06/01/2020";"0500";"23,6";"24,0";"23,6";"97,0";"97,0";"95,0";"23,0";"23,2";"23,0";"993,4";"993,9";"993,3";"";"";"";"";"0,0"
"06/01/2020";"0600";"23,6";"23,7";"23,6";"97,0";"97,0";"97,0";"23,1";"23,1";"23,0";"992,4";"993,4";"992,4";"";"";"";"";"0,0"
"06/01/2020";"0700";"23,5";"23,7";"23,5";"97,0";"97,0";"97,0";"23,0";"23,1";"23,0";"992,3";"992,4";"992,1";"";"";"";"";"0,0"
"06/01/2020";"0800";"23,3";"23,5";"23,3";"97,0";"97,0";"97,0";"22,8";"23,0";"22,8";"992,6";"992,6";"992,3";"";"";"";"";"0,0"
"06/01/2020";"0900";"23,4";"23,4";"23,3";"97,0";"97,0";"97,0";"22,8";"22,9";"22,8";"992,9";"992,9";"992,6";"";"";"";"";"0,0"
"06/01/2020";"1000";"23,6";"23,6";"23,3";"97,0";"97,0";"97,0";"23,0";"23,0";"22,8";"993,9";"993,9";"992,9";"";"";"";"";"0,0"
"06/01/2020";"1100";"23,8";"23,8";"23,5";"97,0";"97,0";"97,0";"23,3";"23,3";"23,0";"994,5";"994,5";"993,9";"";"";"";"67,80";"0,0"
"06/01/2020";"1200";"24,7";"24,7";"23,8";"95,0";"97,0";"95,0";"23,8";"23,9";"23,3";"995,1";"995,1";"994,5";"";"";"";"456,00";"0,0"
"06/01/2020";"1300";"25,2";"25,4";"24,4";"86,0";"95,0";"84,0";"22,7";"23,7";"22,0";"995,5";"995,5";"995,1";"";"";"";"1157,10";"0,0"
